TAZID,CO_TAZID,TOTHH,TOTPOP,HHSIZE,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,CO_NAME
2294,492294,414.3333333,1181.889782,2.852509531,746.0402716,202.6666667,56.33333333,0,15,53.33333333,4,135.3333333,237.6666667,0,0,4.000048603,37.70688971,42104,0,0,0,49,UTAH
2295,492295,863,2915.476854,3.378304582,688.0834271,48.33333333,0,23.66666667,177.3333333,5,36.33333333,177,141.6666667,0,0,0.333321195,78.4167726,45844,0,12,49,49,UTAH
2296,492296,427.6666667,1310.523846,3.064358174,1487.700926,4.333333333,1,1.333333333,14.66666667,84.33333333,347,927.3333333,46.66666667,0,0,22.32624723,38.70801228,45065,889,0,0,49,UTAH
2297,492297,756.3333333,2024.32449,2.676497784,2779.075875,313,337,2,64,485.6666667,111.6666667,165,1222.666667,0,0,9.002294831,69.07358004,39785,0,0,0,49,UTAH
2298,492298,173.3333333,647.6218764,3.736280056,844.6832928,128.3333333,81,1.666666667,62.66666667,21.33333333,31.33333333,236.6666667,265.3333333,0,0,0.66664239,15.68331707,75328,0,4,7,49,UTAH
2299,492299,610.3333333,2198.018656,3.601341326,115.7278533,0,0,4.666666667,0,18,36,0,0.666666667,1.002142942,0,0,55.39237699,77060,682,0,0,49,UTAH
2300,492300,726.6666667,2769.04196,3.810608202,66.0703809,0,0,0,0,0,0,0,0,0,0,0,66.0703809,91766,0,0,0,49,UTAH
2301,492301,152.3333333,527.5214807,3.462941887,42.00914153,0,0,0,0,0,8,0,4,0,0,15.99421225,14.01492928,102176,0,0,0,49,UTAH
2302,492302,466.6666667,1553.775057,3.329517979,491.0463703,112.6666667,60.66666667,19,1,10.66666667,58.33333333,42.33333333,130.3333333,0,0,13.33411125,42.71225906,63275,468,0,0,49,UTAH
2303,492303,281,969.8844596,3.451546119,236.0277258,7.666666667,0,22,0,17.66666667,154.3333333,0.333333333,8,0,0,0,26.02772581,76649,0,0,1432,49,UTAH
2304,492304,104,363.0131387,3.490510949,3464.343993,125.3333333,9,0,15,1874,69.66666667,69,1290,0,0,2.66705522,9.676937535,76649,0,0,0,49,UTAH
2305,492305,704.3333333,2113.471235,3.000669052,974.7321072,228.3333333,49.33333333,9.666666667,10,7,92.33333333,31.66666667,431,0,0,50.99693052,64.40184332,19293,0,0,0,49,UTAH
2306,492306,616,1967.953118,3.194729088,94.3903937,4,0.333333333,0,0,0,0,1.333333333,11,0,0,21.66400991,56.05971713,45087,0,0,0,49,UTAH
2307,492307,347,1286.341169,3.707035069,274.0298736,0,0,0,3.333333333,70.33333333,138.3333333,0,20.33333333,0,0,10.32988736,31.36665287,68766,696,1228,0,49,UTAH
2308,492308,583.6666667,2136.117851,3.659824987,611.3900199,45.33333333,23,0,10,87.66666667,55.33333333,219.6666667,117.3333333,0,0,0,53.05668654,81308,650,0,0,49,UTAH
2309,492309,373.6666667,994.0918126,2.660370596,446.3698375,138.3333333,28.66666667,0,34.33333333,22.33333333,6.666666667,3.333333333,178,0,0,0.333187731,34.36998307,29976,0,0,0,49,UTAH
2310,492310,815.6666667,2526.414233,3.097361136,501.4102804,2.666666667,1,0.666666667,0.666666667,6.333333333,66.66666667,112.6666667,219.6666667,0,0,16.99803517,74.07891192,34523,447,0,0,49,UTAH
2311,492311,497,1617.805673,3.255142199,625.047987,0,1,1,13,97.33333333,73.66666667,55.66666667,338.3333333,0,0,0,45.04798698,66590,0,0,0,49,UTAH
2312,492312,425.6666667,1503.852901,3.532935555,524.3753096,238.6666667,2,1,0,44,27.33333333,15,152.3333333,0,0,5.334001444,38.70797482,69628,0,0,0,49,UTAH
2313,492313,79,291.3345711,3.687779381,373.0074646,1.333333333,0.666666667,0,5.666666667,1.666666667,32,260,64.66666667,0,0,0,7.007464641,71953,0,0,0,49,UTAH
2314,492314,265.6666667,741.3520001,2.790534505,960.6921141,79.66666667,73.66666667,9,2.333333333,18,216.6666667,204,333,0,0,0.333187731,24.02559306,39412,0,0,0,49,UTAH
2315,492315,425.6666667,1263.365356,2.96796873,142.375092,6.666666667,0.666666667,0.666666667,1,29,17.33333333,26.66666667,20.66666667,0,0,0.666836654,39.04158872,39412,0,0,0,49,UTAH
