TAZID,CO_FIPS,PARCEL_ID,OWN_TYPE,Shape_Area,ACRES
10,3,04-035-0043,Private,100090.8998,2.297686695
10,3,04-035-0046,Private,8014.749739,0.183986595
10,3,04-035-0047,Private,42689.5278,0.9799808
10,3,04-035-0048,Private,97347.78308,2.234715708
10,3,04-035-0050,Private,33149.0418,0.760969404
10,3,04-035-0051,Private,33452.40417,0.76793339
10,3,04-035-0055,Private,5025.03028,0.115354595
10,3,04-035-0056,Private,15187.1966,0.348637285
10,3,04-035-0059,Private,131440.6387,3.017351303
10,3,04-035-0060,Private,147322.9465,3.381945559
10,3,04-035-0061,Private,22244.44978,0.510643589
10,3,04-035-0063,Private,6483.576227,0.148836976
10,3,04-035-0064,Private,4460.95424,0.102405666
10,3,04-035-0065,Private,22251.73219,0.510810764
10,3,04-035-0066,Private,5019.182168,0.115220346
10,3,04-035-0067,Private,20190.60102,0.463495437
10,3,04-037-0005,Private,85962.24339,1.973349259
10,3,04-037-0006,Private,8775.420755,0.201448559
10,3,04-037-0015,Private,8433.242375,0.193593512
10,3,04-037-0016,Private,33660.89356,0.772719473
10,3,04-037-0017,Private,3960.189684,0.090910114
10,3,04-037-0018,Private,3492.598958,0.080176102
10,3,04-037-0019,Private,30844.92305,0.708076054
10,3,04-037-0020,Private,31580.93527,0.72497195
10,3,04-037-0021,Private,3639.857095,0.083556559
10,3,04-037-0022,Private,34313.03695,0.787690076
10,3,04-037-0023,Private,20368.79982,0.467586169
10,3,04-037-0024,Private,28597.81489,0.656491439
10,3,04-037-0025,Private,20458.35907,0.469642091
10,3,04-037-0027,Private,55710.33738,1.278886505
10,3,04-037-0028,Private,53803.48375,1.235112773
10,3,04-037-0029,Private,20228.32012,0.464361317
10,3,04-037-0031,Private,21279.83765,0.488499953
10,3,04-037-0032,Private,20856.85803,0.478790033
10,3,04-037-0034,Private,19247.39929,0.441843298
10,3,04-037-0035,Private,23332.30688,0.535616437
10,3,04-037-0037,Private,40446.19876,0.928482939
10,3,04-037-0043,Private,30157.49159,0.692295377
10,3,04-037-0044,Private,34486.14261,0.79166389
10,3,04-037-0045,Private,22245.30946,0.510663324
10,3,04-037-0046,Private,17337.42829,0.397998004
10,3,04-037-0047,Private,60154.20993,1.380900043
10,3,04-037-0049,Private,26254.01027,0.60268706
10,3,04-037-0050,Private,24701.4757,0.567047076
10,3,04-037-0051,Private,24680.43396,0.566564042
10,3,04-037-0052,Private,24284.9411,0.557485108
10,3,04-037-0053,Private,71015.96948,1.630242595
10,3,04-037-0058,Private,12581.66925,0.288824799
10,3,04-037-0059,Private,70651.08538,1.621866316
10,3,04-037-0060,Private,22981.94253,0.527573473
10,3,04-037-0061,Private,176330.1323,4.047834517
10,3,04-037-0064,Private,477963.3995,10.9721278
10,3,04-037-0065,Private,22229.6524,0.5103039
10,3,04-037-0066,Private,456316.3396,10.47519789
10,3,04-037-0067,Private,21183.61483,0.486291062
10,3,04-037-0068,Private,3245.449933,0.074502549
10,3,04-037-0069,Private,42.01668002,0.000964535
10,3,04-037-0070,Private,38370.02404,0.880822272
10,3,04-037-0072,Private,20372.79606,0.467677906
10,3,04-037-0073,Private,52875.6419,1.213813236
10,3,04-037-0074,Private,36330.90652,0.83401229
10,3,04-037-0075,Private,391831.3337,8.994880097
10,3,04-047-0002,Private,106651.1884,2.448284681
10,3,04-047-0003,Private,225823.5608,5.184005661
10,3,04-047-0004,Private,74631.61438,1.71324334
10,3,04-047-0011,Private,872988.7485,20.04032971
10,3,04-048-0002,Private,34639.16599,0.795176695
10,3,04-048-0022,Private,22372.0279,0.513572272
10,3,Conflict,Private,15900.65245,0.365015378
10,3,Conflict,Private,3668.777395,0.084220454
11,3,03-066-0010,Private,86042.09396,1.975182309
11,3,03-066-0011,Private,188732.9796,4.332554281
11,3,03-066-0012,Private,122717.5541,2.817104172
11,3,03-066-0013,Private,66100.18274,1.517395795
11,3,03-066-0014,Private,83490.07519,1.916598166
11,3,03-066-0015,Private,16232.83511,0.372640963
11,3,03-066-0016,Private,5055.772938,0.116060324
11,3,03-066-0017,Private,23872.71426,0.548022029
11,3,03-066-0019,Private,32319.2652,0.741921052
11,3,03-066-0021,Private,41968.82333,0.963436308
11,3,03-066-0022,Private,16262.90011,0.373331135
11,3,03-066-0035,Private,23752.83971,0.545270188
11,3,03-066-0038,Private,19390.74308,0.445133898
11,3,03-066-0039,Private,20138.23572,0.462293339
11,3,03-066-0042,Private,6067.571866,0.13928718
11,3,03-066-0044,Private,24892.74508,0.571437856
11,3,03-066-0045,Private,3243.951818,0.074468158
11,3,03-066-0046,Private,395558.285,9.080435991
11,3,03-066-0049,Private,30107.9566,0.691158252
11,3,03-066-0050,Private,246795.7505,5.665443249
11,3,03-066-0051,Private,64080.73996,1.471037467
11,3,03-066-0052,Private,37344.5636,0.857281802
11,3,03-066-0059,Private,54566.83835,1.252636341
11,3,03-066-0060,Private,31516.60112,0.723495095
11,3,03-066-0061,Private,22247.63293,0.510716662
11,3,03-067-0016,Private,35860.60442,0.823216035
11,3,03-067-0017,Private,22224.52372,0.510186166
11,3,03-067-0018,Private,19118.2948,0.438879575
11,3,03-067-0019,Private,10139.89244,0.232771371
11,3,03-067-0020,Private,21445.3914,0.492300405
11,3,03-067-0021,Private,20268.11956,0.465274953
11,3,03-067-0022,Private,16352.71595,0.375392947
11,3,03-067-0026,Private,75612.37109,1.735757591
11,3,03-067-0027,Private,24030.45437,0.551643111
11,3,03-067-0028,Private,97006.52558,2.226881801
11,3,03-067-0031,Private,47038.76017,1.079821778
11,3,03-079-0009,Private,80424.32497,1.846220804
11,3,03-079-0010,Private,34674.14805,0.795979743
11,3,03-079-0011,Private,42117.24578,0.966843494
11,3,03-081-0001,Private,15555.39794,0.357089715
11,3,03-081-0002,Private,43303.35897,0.994071909
11,3,03-081-0003,Private,76540.35262,1.757060335
11,3,03-081-0004,Private,22144.49139,0.508348944
11,3,03-081-0005,Private,16262.90202,0.373331179
11,3,03-081-0006,Private,41202.725,0.945849755
11,3,03-081-0007,Private,18531.16439,0.42540141
11,3,03-081-0008,Private,20564.08092,0.472069042
11,3,03-081-0022,Private,28102.60508,0.645123402
11,3,04-047-0004,Private,74631.61438,1.71324334
11,3,04-047-0005,Private,47548.12488,1.091514755
11,3,04-047-0006,Private,19862.89973,0.455972726
11,3,04-047-0007,Private,36196.27892,0.830921779
11,3,04-047-0009,Private,726805.4858,16.68454673
11,3,04-047-0010,Private,57924.43253,1.329713273
11,3,04-047-0011,Private,872988.7485,20.04032971
11,3,04-048-0002,Private,34639.16599,0.795176695
11,3,04-048-0003,Private,20020.60204,0.45959294
11,3,04-048-0004,Private,28385.12061,0.651608829
11,3,04-048-0005,Private,22658.00349,0.520137128
11,3,04-048-0006,Private,5859.679667,0.134514806
11,3,04-048-0012,Private,34680.33578,0.796121788
11,3,04-048-0014,Private,11277.57429,0.258887996
11,3,04-048-0015,Private,80664.86289,1.851742592
11,3,04-048-0016,Private,145452.6437,3.339010889
11,3,04-048-0018,Private,4215.961577,0.096781614
11,3,04-048-0019,Private,24636.42571,0.565553789
11,3,04-048-0023,Private,20955.28211,0.481049456
11,3,04-048-0024,Private,6333.471044,0.145391161
11,3,04-048-0028,Private,2205.016552,0.05061836
11,3,04-048-0030,Private,20343.376,0.46700254
11,3,04-048-0031,Private,20223.05125,0.464240365
11,3,04-048-0033,Private,19794.72306,0.454407663
11,3,04-048-0036,Private,22061.51044,0.506444034
11,3,04-048-0037,Private,20223.51067,0.464250911
11,3,04-048-0039,Private,42900.92054,0.984833532
12,3,03-003-0050,Private,550482.9736,12.63688714
12,3,03-067-0008,Private,385098.1287,8.840312642
12,3,03-067-0017,Private,22224.52372,0.510186166
12,3,03-067-0019,Private,10139.89244,0.232771371
12,3,03-067-0020,Private,21445.3914,0.492300405
12,3,03-067-0026,Private,75612.37109,1.735757591
12,3,03-067-0029,Private,470427.7275,10.79913891
12,3,03-067-0030,Private,727847.3651,16.70846411
12,3,03-075-0015,Private,1456.389994,0.033432889
12,3,03-075-0023,Private,127559.5871,2.928257881
12,3,03-075-0053,Private,10911.53759,0.250485257
12,3,03-075-0054,Private,193118.2378,4.433222267
12,3,03-075-0055,Private,337057.8877,7.737500869
12,3,03-076-0002,Private,56467.57934,1.296269751
12,3,03-076-0023,Private,20223.08337,0.464241102
12,3,03-076-0024,Private,20223.06356,0.464240647
12,3,03-077-0001,Private,15476.08839,0.355269085
12,3,03-077-0037,Private,11193.30211,0.256953443
12,3,03-077-0040,Private,9635.311593,0.221188213
12,3,03-077-0041,Private,8965.688908,0.205816355
12,3,03-077-0042,Private,827.5439681,0.018997099
12,3,03-077-0052,Private,18840.78474,0.432509054
12,3,03-077-0053,Private,12722.86895,0.29206618
12,3,03-077-0054,Private,6777.339106,0.155580597
12,3,03-078-0002,Private,63738.02269,1.463170049
12,3,03-078-0004,Private,28717.52251,0.659239447
12,3,03-078-0005,Private,38818.1094,0.891108519
12,3,03-078-0006,Private,18924.96675,0.434441537
