TAZID,CO_FIPS,PARCEL_ID,OWN_TYPE,Shape_Area,ACRES
35,3,03-091-0063,Private,779.9531315,0.017904604
35,3,03-091-0064,Private,779.9537235,0.017904618
35,3,03-091-0065,Private,779.953281,0.017904608
35,3,03-091-0066,Private,835.6645558,0.019183516
35,3,03-091-0067,Private,835.6648887,0.019183523
35,3,03-091-0068,Private,835.66739,0.019183581
35,3,03-091-0069,Private,835.6705549,0.019183653
35,3,03-091-0070,Private,891.3741355,0.020462385
35,3,03-091-0071,Private,891.3730115,0.020462359
35,3,03-091-0072,Private,835.668093,0.019183597
35,3,03-091-0073,Private,835.6730252,0.01918371
35,3,03-091-0074,Private,835.6608414,0.01918343
35,3,03-091-0075,Private,835.6678796,0.019183592
35,3,03-091-0076,Private,835.6717871,0.019183682
35,3,03-091-0077,Private,813.3818764,0.018671994
35,3,03-091-0078,Private,855.0520831,0.019628576
35,3,03-091-0079,Private,885.9839535,0.020338648
35,3,03-091-0080,Private,942.5985224,0.021638292
35,3,03-091-0081,Private,980.7575501,0.02251427
35,3,03-091-0082,Private,837.98656,0.019236819
35,3,03-091-0083,Private,932.2187516,0.021400014
35,3,03-091-0084,Private,833.3543716,0.019130483
35,3,03-091-0085,Private,873.9450364,0.020062282
35,3,03-091-0086,Private,835.6645245,0.019183515
35,3,03-091-0087,Private,815.6965699,0.01872513
35,3,03-091-0088,Private,835.6637077,0.019183496
35,3,03-091-0089,Private,815.6827202,0.018724813
35,3,03-091-0090,Private,857.9514142,0.019695133
35,3,03-091-0091,Private,815.6857559,0.018724882
35,3,03-091-0092,Private,869.0922988,0.019950883
35,3,03-091-0093,Private,815.683549,0.018724832
35,3,03-091-0094,Private,835.6659064,0.019183547
35,3,03-091-0095,Private,815.6890321,0.018724957
35,3,03-091-0096,Private,835.6753528,0.019183763
35,3,03-091-0097,Private,815.6853181,0.018724872
35,3,03-091-0098,Private,902.1586414,0.020709954
35,3,03-091-0099,Private,982.2425287,0.022548359
35,3,03-091-0100,Private,876.217929,0.020114459
35,3,03-091-0101,Private,1105.822278,0.025385256
35,3,03-091-0102,Private,962.4817894,0.022094732
35,3,03-091-0103,Private,909.2533341,0.02087282
35,3,03-091-0104,Private,930.2101146,0.021353903
35,3,03-091-0105,Private,997.2184025,0.022892146
35,3,03-091-0106,Private,1040.134246,0.023877322
35,3,03-091-0107,Private,1255.271211,0.028816006
35,3,03-091-0108,Private,1050.01615,0.024104171
35,3,03-092-0025,Private,828.7022257,0.019023688
35,3,03-092-0026,Private,828.7023246,0.019023691
35,3,03-092-0027,Private,828.7025483,0.019023696
35,3,03-092-0028,Private,952.7408984,0.02187112
35,3,03-092-0029,Private,831.048101,0.01907754
35,3,03-092-0030,Private,805.0807729,0.018481434
35,3,03-092-0031,Private,1105.685403,0.025382114
35,3,03-092-0032,Private,1221.757593,0.028046667
35,3,03-092-0033,Private,844.7278711,0.019391573
35,3,03-092-0034,Private,1041.695258,0.023913156
35,3,03-092-0035,Private,840.7754538,0.019300841
35,3,03-092-0036,Private,1182.647957,0.027148866
35,3,03-092-0037,Private,809.4453516,0.018581627
35,3,03-092-0038,Private,1095.733564,0.02515366
35,3,03-092-0039,Private,1317.249946,0.03023879
35,3,03-092-0040,Private,845.8226292,0.019416704
35,3,03-092-0041,Private,938.842595,0.021552071
35,3,03-092-0042,Private,1235.68022,0.028366275
35,3,03-092-0043,Private,1141.709531,0.026209084
35,3,03-092-0044,Private,1164.190865,0.026725165
35,3,03-092-0085,Private,870.0756692,0.019973457
35,3,03-092-0095,Private,817.0803103,0.018756896
35,3,03-092-0098,Private,1041.134091,0.023900274
35,3,03-092-0099,Private,991.0510579,0.022750568
35,3,03-092-0100,Private,896.3062683,0.020575607
35,3,03-092-0101,Private,925.0312807,0.021235018
35,3,03-092-0102,Private,794.249592,0.018232794
35,3,03-105-0015,Private,2027.715093,0.046548228
35,3,03-105-0016,Private,1715.895637,0.0393901
35,3,03-105-0017,Private,893.6064183,0.020513629
35,3,03-105-0026,Private,977.6254436,0.02244237
35,3,03-105-0029,Private,1206.060717,0.02768633
35,3,03-105-0031,Private,1298.282862,0.029803381
35,3,03-105-0033,Private,1024.001781,0.023506985
35,3,03-105-0047,Private,2275.233787,0.052230267
35,3,03-105-0049,Private,1119.420791,0.025697424
35,3,03-105-0050,Private,1248.183807,0.028653307
35,3,03-105-0051,Private,1294.869273,0.029725019
35,3,03-105-0052,Private,4044.214547,0.092838989
35,3,03-105-0053,Private,13539.38101,0.31081003
35,3,03-107-0017,Private,735.8945786,0.016893196
35,3,03-107-0019,Private,1251.471449,0.028728779
35,3,03-107-0020,Private,963.3356805,0.022114334
35,3,03-107-0021,Private,6528.541937,0.149869209
35,3,03-107-0022,Private,18859.39066,0.432936172
35,3,03-107-0023,Private,15959.00695,0.366354964
35,3,03-107-0024,Private,26264.20284,0.60292104
35,3,03-107-0025,Private,18074.48279,0.414917827
35,3,03-107-0031,Private,1068.799911,0.024535371
35,3,03-107-0032,Private,1083.963689,0.02488347
35,3,03-107-0034,Private,1089.063469,0.025000541
35,3,03-107-0035,Private,1086.327898,0.024937743
35,3,03-107-0037,Private,5103.789232,0.117162586
35,3,03-107-0049,Private,1065.794106,0.024466369
35,3,03-107-0050,Private,900.5166716,0.020672261
35,3,03-107-0051,Private,3043.074298,0.069856814
35,3,03-107-0054,Private,8656.175314,0.198711161
35,3,03-205-0001,Private,3072.097107,0.070523061
35,3,03-205-0002,Private,867.1865581,0.019907135
35,3,03-205-0003,Private,1065.621716,0.024462412
35,3,03-205-0004,Private,2377.671257,0.054581821
35,3,03-205-0005,Private,2926.758253,0.067186662
35,3,03-205-0006,Private,430.7859793,0.009889123
35,3,03-208-0001,Private,2862.961724,0.065722149
35,3,03-208-0002,Private,1472.972416,0.033813555
35,3,03-208-0003,Private,1111.706968,0.025520345
35,3,03-208-0004,Private,1125.443776,0.025835687
35,3,03-208-0005,Private,1025.138325,0.023533075
35,3,03-208-0006,Private,961.0631691,0.022062166
35,3,03-208-0007,Private,953.6085068,0.021891037
35,3,03-208-0008,Private,1127.160832,0.025875104
35,3,03-208-0009,Private,1092.564156,0.025080903
35,3,03-208-0010,Private,1036.113408,0.023785019
35,3,03-208-0011,Private,837.6372137,0.0192288
35,3,03-208-0012,Private,853.1264295,0.01958437
35,3,03-208-0013,Private,853.138743,0.019584653
35,3,03-208-0014,Private,853.1378921,0.019584633
35,3,03-208-0015,Private,853.1381859,0.01958464
35,3,03-208-0016,Private,865.3906389,0.019865908
35,3,03-208-0017,Private,1034.271563,0.023742738
35,3,03-208-0018,Private,1032.240349,0.023696109
35,3,03-208-0019,Private,980.5404976,0.022509288
35,3,03-208-0020,Private,984.5569758,0.02260149
35,3,03-208-0021,Private,988.5672441,0.02269355
35,3,03-208-0022,Private,992.5857653,0.022785799
35,3,03-208-0023,Private,996.5958696,0.022877855
35,3,03-208-0024,Private,1258.358261,0.028886872
36,3,03-092-0002,Private,963.3361578,0.022114345
36,3,03-092-0003,Private,550.8825154,0.012646059
36,3,03-092-0004,Private,1907.290094,0.043783751
36,3,03-092-0005,Private,1026.231406,0.023558168
36,3,03-092-0006,Private,839.909972,0.019280973
36,3,03-092-0007,Private,705.6884431,0.016199784
36,3,03-092-0008,Private,742.8080137,0.017051901
36,3,03-092-0009,Private,920.8846371,0.021139828
36,3,03-092-0010,Private,1459.473398,0.033503671
36,3,03-092-0011,Private,1723.075192,0.039554914
36,3,03-092-0012,Private,1380.472916,0.031690136
36,3,03-092-0013,Private,1424.548832,0.032701943
36,3,03-092-0015,Private,1000.990358,0.022978735
36,3,03-092-0017,Private,943.0147475,0.021647847
36,3,03-092-0018,Private,1011.25049,0.023214266
36,3,03-092-0019,Private,1157.347098,0.02656806
36,3,03-092-0020,Private,922.9876216,0.021188104
36,3,03-092-0021,Private,986.9847365,0.022657222
36,3,03-092-0022,Private,752.0095071,0.01726313
36,3,03-092-0023,Private,921.079099,0.021144292
36,3,03-092-0024,Private,1486.059762,0.034113988
36,3,03-092-0045,Private,862.7023059,0.019804194
36,3,03-092-0046,Private,736.9114345,0.016916539
36,3,03-092-0047,Private,775.2611975,0.017796896
36,3,03-092-0048,Private,868.0075307,0.019925981
36,3,03-092-0049,Private,1022.915442,0.023482047
36,3,03-092-0050,Private,1491.054444,0.034228646
36,3,03-092-0051,Private,1023.972458,0.023506312
36,3,03-092-0052,Private,1023.838185,0.023503229
36,3,03-092-0053,Private,1162.369845,0.026683362
36,3,03-092-0054,Private,1163.240434,0.026703347
36,3,03-092-0056,Private,1095.736824,0.025153735
36,3,03-092-0058,Private,854.8998512,0.019625081
36,3,03-092-0059,Private,1176.4713,0.027007075
36,3,03-092-0060,Private,612.8136279,0.01406775
36,3,03-092-0061,Private,651.404891,0.014953651
36,3,03-092-0062,Private,526.7847308,0.01209287
36,3,03-092-0065,Private,1367.326125,0.031388339
36,3,03-092-0066,Private,802.2161934,0.018415675
36,3,03-092-0067,Private,1267.819363,0.029104061
36,3,03-092-0068,Private,1828.475213,0.041974477
36,3,03-092-0069,Private,1522.678487,0.034954607
36,3,03-092-0070,Private,751.8387953,0.017259211
36,3,03-092-0071,Private,770.7212851,0.017692678
36,3,03-092-0072,Private,1014.3051,0.023284388
36,3,03-092-0073,Private,1014.311979,0.023284546
36,3,03-092-0074,Private,1015.187921,0.023304654
36,3,03-092-0075,Private,1015.553257,0.023313041
36,3,03-092-0076,Private,2030.73838,0.04661763
36,3,03-092-0077,Private,1021.387318,0.023446967
36,3,03-092-0078,Private,1017.922441,0.023367428
36,3,03-092-0079,Private,895.1447566,0.020548943
36,3,03-092-0080,Private,979.9077922,0.022494763
36,3,03-092-0081,Private,910.3523192,0.020898048
36,3,03-092-0082,Private,532.543269,0.012225063
36,3,03-092-0083,Private,743.1585028,0.017059947
36,3,03-092-0084,Private,377.4505965,0.008664756
36,3,03-092-0086,Private,1046.111994,0.024014547
36,3,03-092-0087,Private,975.8816173,0.022402338
36,3,03-092-0088,Private,1251.516036,0.028729802
36,3,03-092-0089,Private,757.216417,0.01738266
36,3,03-092-0090,Private,806.5810516,0.018515875
36,3,03-092-0091,Private,1088.610429,0.024990141
36,3,03-092-0093,Private,1090.850437,0.025041563
36,3,03-092-0094,Private,1090.639938,0.02503673
36,3,03-092-0096,Private,1092.03138,0.025068672
36,3,03-092-0097,Private,1098.15346,0.025209211
36,3,03-092-0103,Private,987.5066795,0.022669203
36,3,03-092-0104,Private,1093.49687,0.025102314
36,3,03-092-0105,Private,751.8068745,0.017258479
36,3,03-092-0106,Private,1094.337715,0.025121617
36,3,03-092-0108,Private,1350.840786,0.031009901
36,3,03-092-0109,Private,1339.073415,0.030739769
36,3,03-092-0110,Private,83.52941528,0.001917501
36,3,03-092-0112,Private,1401.84227,0.032180691
36,3,03-092-0113,Private,1169.909842,0.02685645
36,3,03-092-0114,Private,1196.55607,0.027468141
36,3,03-092-0115,Private,1124.208068,0.02580732
36,3,03-092-0116,Private,1322.363469,0.030356176
36,3,03-093-0001,Private,518.3498753,0.01189924
36,3,03-093-0002,Private,866.8161668,0.019898632
36,3,03-093-0003,Private,735.3586971,0.016880894
36,3,03-093-0004,Private,828.6791622,0.019023159
36,3,03-093-0005,Private,919.8243194,0.021115487
36,3,03-093-0006,Private,1219.081545,0.027985236
36,3,03-093-0007,Private,1173.799205,0.026945735
36,3,03-093-0008,Private,1513.591189,0.034745999
36,3,03-093-0009,Private,1177.643332,0.02703398
36,3,03-093-0010,Private,1047.397406,0.024044055
36,3,03-093-0011,Private,1011.152892,0.023212026
36,3,03-093-0012,Private,1046.416963,0.024021548
36,3,03-093-0013,Private,1010.092081,0.023187674
36,3,03-093-0014,Private,1752.83662,0.040238117
36,3,03-093-0015,Private,977.5732204,0.022441171
36,3,03-093-0016,Private,960.7088308,0.022054032
36,3,03-093-0017,Private,810.9151057,0.018615367
36,3,03-093-0018,Private,863.1483763,0.019814434
36,3,03-093-0019,Private,1312.803025,0.030136706
36,3,03-093-0020,Private,704.7418254,0.016178053
36,3,03-093-0021,Private,731.5322442,0.016793054
36,3,03-093-0022,Private,1023.966193,0.023506168
36,3,03-093-0025,Private,1027.145255,0.023579146
36,3,03-093-0026,Private,1169.162456,0.026839293
36,3,03-093-0027,Private,2026.407199,0.046518204
36,3,03-093-0028,Private,1621.94216,0.037233304
36,3,03-093-0029,Private,1048.943735,0.024079552
36,3,03-093-0030,Private,1015.179701,0.023304465
36,3,03-093-0031,Private,1269.582058,0.029144526
36,3,03-093-0032,Private,1012.491911,0.023242764
36,3,03-093-0033,Private,1107.111638,0.025414855
36,3,03-093-0034,Private,506.0098755,0.011615963
36,3,03-093-0035,Private,442.2864052,0.010153127
36,3,03-093-0036,Private,581.0196032,0.013337886
36,3,03-093-0037,Private,1428.472836,0.032792022
36,3,03-093-0038,Private,1685.218423,0.038685874
36,3,03-093-0039,Private,1664.650526,0.038213717
36,3,03-093-0040,Private,1761.879713,0.040445711
36,3,03-093-0041,Private,1256.397915,0.028841871
36,3,03-093-0042,Private,1644.131021,0.037742672
36,3,03-093-0043,Private,2014.621539,0.046247652
36,3,03-093-0045,Private,1272.098814,0.0292023
36,3,03-093-0046,Private,766.0059167,0.017584432
36,3,03-093-0047,Private,1711.882325,0.039297971
36,3,03-093-0048,Private,5336.697612,0.12250923
36,3,03-093-0049,Private,1011.140846,0.023211749
36,3,03-093-0050,Private,404.4410796,0.009284349
36,3,03-093-0051,Private,606.6846009,0.013927052
36,3,03-093-0052,Private,1263.904945,0.029014202
36,3,03-093-0053,Private,1263.92604,0.029014686
36,3,03-093-0055,Private,1011.137536,0.023211673
36,3,03-093-0056,Private,1011.134109,0.023211595
36,3,03-093-0057,Private,1011.138303,0.023211691
36,3,03-093-0058,Private,1011.139875,0.023211727
36,3,03-093-0059,Private,1011.140022,0.02321173
36,3,03-093-0060,Private,1516.728879,0.034818028
36,3,03-093-0061,Private,1516.71248,0.034817652
36,3,03-093-0062,Private,1280.002438,0.029383736
36,3,03-093-0063,Private,745.099218,0.017104498
36,3,03-093-0064,Private,910.5507156,0.020902602
36,3,03-093-0065,Private,799.156529,0.018345437
36,3,03-093-0066,Private,827.2990173,0.018991476
36,3,03-093-0067,Private,856.3984967,0.019659484
36,3,03-093-0068,Private,869.0379763,0.019949636
36,3,03-093-0069,Private,1174.298289,0.026957192
36,3,03-093-0070,Private,462.3977883,0.010614804
36,3,03-093-0071,Private,576.6692355,0.013238019
36,3,03-093-0072,Private,938.394355,0.021541781
36,3,03-093-0073,Private,1533.997384,0.035214444
36,3,03-093-0074,Private,1532.93863,0.035190139
36,3,03-093-0077,Private,1021.967059,0.023460276
36,3,03-093-0078,Private,988.3722381,0.022689073
36,3,03-093-0079,Private,1011.931968,0.02322991
36,3,03-093-0080,Private,1500.370586,0.034442507
36,3,03-093-0081,Private,1705.204159,0.039144667
36,3,03-093-0082,Private,846.7307412,0.019437551
36,3,03-093-0083,Private,859.5542287,0.019731927
36,3,03-093-0084,Private,807.1802396,0.01852963
36,3,03-093-0085,Private,5124.209778,0.11763136
36,3,03-093-0087,Private,834.1510939,0.019148773
36,3,03-093-0088,Private,1975.20874,0.045342892
36,3,03-093-0089,Private,546.9376819,0.012555501
36,3,03-093-0090,Private,1774.465575,0.040734632
36,3,03-093-0092,Private,857.2266597,0.019678495
36,3,03-093-0093,Private,856.300533,0.019657235
36,3,03-093-0094,Private,856.6601991,0.019665492
36,3,03-093-0095,Private,2567.756726,0.058945423
36,3,03-093-0096,Private,857.0317961,0.019674022
36,3,03-093-0097,Private,856.9381334,0.019671872
36,3,03-093-0098,Private,857.3881973,0.019682203
36,3,03-093-0100,Private,857.7520353,0.019690556
36,3,03-093-0102,Private,506.3417966,0.011623582
36,3,03-093-0103,Private,1348.214574,0.030949614
36,3,03-093-0104,Private,925.9274159,0.02125559
36,3,03-093-0105,Private,969.7290834,0.022261101
36,3,03-093-0106,Private,1011.144889,0.023211842
36,3,03-093-0107,Private,755.3799461,0.017340502
36,3,03-093-0109,Private,693.9353146,0.015929979
36,3,03-093-0112,Private,686.846725,0.015767253
36,3,03-093-0113,Private,1714.021324,0.039347074
36,3,03-093-0114,Private,1011.168554,0.023212385
36,3,03-093-0115,Private,1015.167112,0.023304176
36,3,03-093-0116,Private,1884.422334,0.043258799
36,3,03-093-0117,Private,1057.116482,0.024267166
36,3,03-093-0118,Private,1012.052947,0.023232687
36,3,03-094-0054,Private,1589.64442,0.036491877
36,3,03-094-0055,Private,1035.940862,0.023781058
36,3,03-094-0056,Private,1294.052257,0.029706264
36,3,03-094-0057,Private,1035.238412,0.023764933
36,3,03-094-0058,Private,777.2509353,0.017842572
36,3,03-094-0059,Private,1694.190651,0.038891841
36,3,03-094-0060,Private,1051.137791,0.024129919
36,3,03-094-0061,Private,1427.43674,0.032768238
36,3,03-094-0062,Private,1806.973887,0.041480893
36,3,03-094-0063,Private,775.9864051,0.017813544
36,3,03-094-0064,Private,568.9572211,0.013060982
36,3,03-094-0065,Private,1252.124897,0.028743779
36,3,03-094-0066,Private,985.8108764,0.022630274
36,3,03-094-0067,Private,834.4120594,0.019154763
36,3,03-094-0068,Private,842.6215177,0.01934322
36,3,03-094-0069,Private,418.9939537,0.009618425
36,3,03-094-0070,Private,975.9177839,0.022403169
36,3,03-094-0071,Private,558.0725743,0.012811114
36,3,03-094-0072,Private,980.2460854,0.022502529
36,3,03-094-0073,Private,1332.853803,0.030596992
36,3,03-094-0074,Private,970.9216497,0.022288477
36,3,03-094-0075,Private,925.054867,0.02123556
36,3,03-094-0076,Private,924.3012722,0.02121826
36,3,03-094-0079,Private,960.0446793,0.022038786
36,3,03-094-0080,Private,2368.934743,0.054381266
36,3,03-094-0081,Private,2429.494692,0.05577148
36,3,03-094-0082,Private,4330.7749,0.099417269
36,3,03-094-0083,Private,1022.515389,0.023472863
36,3,03-094-0084,Private,760.4271579,0.017456366
36,3,03-094-0085,Private,760.446384,0.017456807
36,3,03-094-0086,Private,1014.445159,0.023287603
36,3,03-094-0087,Private,884.7377593,0.02031004
36,3,03-094-0088,Private,303.3529476,0.00696377
36,3,03-094-0089,Private,707.7425585,0.016246938
36,3,03-094-0090,Private,3496.860262,0.080273924
36,3,03-094-0091,Private,8499.750876,0.195120281
36,3,03-094-0092,Private,1685.58519,0.038694294
36,3,03-094-0097,Private,1225.530887,0.028133287
36,3,03-094-0100,Private,1013.725457,0.023271082
36,3,03-094-0102,Private,1035.5123,0.02377122
36,3,03-094-0103,Private,1004.501289,0.023059332
36,3,03-094-0104,Private,863.498551,0.019822473
36,3,03-094-0105,Private,985.2233256,0.022616787
36,3,03-094-0106,Private,747.0271127,0.017148754
36,3,03-094-0114,Private,1240.96237,0.028487532
36,3,03-095-0040,Private,1412.211841,0.032418735
36,3,03-095-0041,Private,2039.357077,0.046815481
36,3,03-095-0042,Private,1254.73739,0.028803752
36,3,03-095-0043,Private,1279.394734,0.029369786
36,3,03-095-0044,Private,1565.681362,0.035941781
36,3,03-095-0045,Private,1297.451362,0.029784293
36,3,03-095-0046,Private,1296.391137,0.029759955
36,3,03-095-0047,Private,1257.948437,0.028877464
36,3,03-095-0048,Private,260.769118,0.005986216
36,3,03-095-0049,Private,260.7866308,0.005986618
36,3,03-095-0050,Private,1036.988813,0.023805115
36,3,03-095-0051,Private,1040.854068,0.023893846
36,3,03-095-0052,Private,1044.687979,0.023981857
36,3,03-095-0053,Private,816.8897654,0.018752521
36,3,03-095-0054,Private,704.4550457,0.01617147
36,3,03-095-0055,Private,1877.018961,0.043088847
36,3,03-095-0056,Private,1003.78691,0.023042932
36,3,03-095-0057,Private,1003.431032,0.023034763
36,3,03-095-0058,Private,1748.388695,0.040136011
36,3,03-095-0059,Private,2000.610783,0.045926021
36,3,03-095-0060,Private,1070.918253,0.024583999
36,3,03-095-0061,Private,1004.234373,0.023053204
36,3,03-095-0062,Private,1887.34755,0.04332595
36,3,03-095-0063,Private,1793.800163,0.041178477
36,3,03-095-0064,Private,1004.902115,0.023068533
36,3,03-095-0065,Private,741.4405906,0.01702051
36,3,03-095-0066,Private,992.2531588,0.022778164
36,3,03-095-0067,Private,1217.244255,0.027943059
36,3,03-095-0068,Private,744.8395593,0.017098537
36,3,03-095-0069,Private,1253.471234,0.028774686
36,3,03-095-0070,Private,1559.593478,0.035802028
36,3,03-095-0072,Private,1033.104349,0.023715943
36,3,03-095-0079,Private,661.0000052,0.015173916
36,3,03-095-0084,Private,260.7890174,0.005986673
36,3,03-095-0085,Private,260.7591657,0.005985987
36,3,03-095-0086,Private,1417.953679,0.032550545
37,3,03-096-0001,Private,329.1217435,0.007555319
37,3,03-097-0001,Private,1272.237696,0.029205489
37,3,03-097-0002,Private,1646.754212,0.03780289
37,3,03-097-0003,Private,779.9683339,0.017904953
37,3,03-097-0004,Private,780.495974,0.017917066
37,3,03-097-0005,Private,914.9428503,0.021003428
37,3,03-097-0008,Private,1082.001279,0.024838421
37,3,03-097-0097,Private,1205.018551,0.027662406
37,3,03-097-0098,Private,854.953159,0.019626305
37,3,03-097-0102,Private,1412.167246,0.032417711
37,3,03-097-0103,Private,1665.677913,0.038237302
37,3,03-097-0105,Private,3100.522647,0.071175598
37,3,03-097-0107,Private,1253.461045,0.028774452
37,3,03-097-0108,Private,1003.213687,0.023029773
37,3,03-097-0111,Private,1259.684667,0.028917321
37,3,03-097-0112,Private,994.3777758,0.022826936
37,3,03-097-0113,Private,1002.037195,0.023002766
37,3,03-099-0001,Private,1212.741973,0.027839705
37,3,03-099-0002,Private,785.3775665,0.018029127
37,3,03-099-0003,Private,824.3954597,0.018924822
37,3,03-099-0004,Private,1072.711377,0.024625162
37,3,03-099-0005,Private,1225.664533,0.028136355
37,3,03-099-0006,Private,2042.426383,0.04688594
37,3,03-099-0007,Private,1000.069623,0.022957598
37,3,03-099-0008,Private,1000.095461,0.022958191
37,3,03-099-0009,Private,1025.939447,0.023551466
37,3,03-099-0010,Private,1309.669191,0.030064766
37,3,03-099-0011,Private,1271.462265,0.029187688
37,3,03-099-0012,Private,988.0613749,0.022681937
37,3,03-099-0013,Private,1103.084547,0.025322409
37,3,03-099-0014,Private,1103.658211,0.025335578
37,3,03-099-0015,Private,864.1757804,0.019838019
37,3,03-099-0016,Private,812.842908,0.018659622
37,3,03-099-0017,Private,1677.744247,0.038514297
37,3,03-099-0056,Private,855.0175838,0.019627784
37,3,03-099-0057,Private,1438.156085,0.033014311
37,3,03-099-0058,Private,2771.350005,0.063619111
37,3,03-099-0059,Private,4089.529113,0.09387923
37,3,03-099-0061,Private,1029.284294,0.02362825
37,3,03-099-0062,Private,1027.976291,0.023598224
37,3,03-099-0064,Private,1027.665543,0.02359109
37,3,03-099-0065,Private,1027.666151,0.023591104
37,3,03-099-0069,Private,722.2753643,0.016580553
37,3,03-099-0070,Private,747.1233224,0.017150963
37,3,03-099-0111,Private,868.3411591,0.01993364
37,3,03-099-0113,Private,859.8242197,0.019738125
37,3,03-099-0114,Private,74.0374105,0.001699603
37,3,03-099-0115,Private,847.843665,0.019463099
37,3,03-099-0118,Private,1449.399338,0.033272411
37,3,03-099-0121,Private,588.698117,0.013514154
37,3,03-099-0122,Private,869.7024394,0.019964889
37,3,03-099-0123,Private,759.2724666,0.017429859
37,3,03-099-0124,Private,758.967005,0.017422847
37,3,03-099-0125,Private,943.1086535,0.021650002
37,3,03-099-0126,Private,943.7723561,0.021665238
37,3,03-099-0127,Private,942.4889353,0.021635776
37,3,03-099-0128,Private,940.4641356,0.021589295
37,3,03-105-0017,Private,893.6064183,0.020513629
37,3,03-105-0019,Private,782.2731792,0.017957863
37,3,03-105-0020,Private,4286.727863,0.098406125
37,3,03-105-0021,Private,16980.76667,0.38981048
37,3,03-105-0022,Private,25915.01478,0.594905079
37,3,03-105-0023,Private,122065.5236,2.80213616
37,3,03-105-0026,Private,977.6254436,0.02244237
37,3,03-105-0029,Private,1206.060717,0.02768633
37,3,03-105-0037,Private,791.5008062,0.018169693
37,3,03-105-0047,Private,2275.233787,0.052230267
37,3,03-105-0048,Private,2259.186268,0.05186188
37,3,03-105-0049,Private,1119.420791,0.025697424
37,3,03-105-0050,Private,1248.183807,0.028653307
37,3,03-105-0051,Private,1294.869273,0.029725019
37,3,03-105-0052,Private,4044.214547,0.092838989
37,3,03-105-0053,Private,13539.38101,0.31081003
38,3,03-097-0014,Private,888.3708771,0.020393442
38,3,03-097-0015,Private,887.3323165,0.020369601
38,3,03-097-0016,Private,887.3339381,0.020369638
38,3,03-097-0017,Private,887.4034001,0.020371232
38,3,03-097-0018,Private,1322.780605,0.030365752
38,3,03-097-0019,Private,1322.789537,0.030365957
38,3,03-097-0020,Private,2018.545063,0.04633772
38,3,03-097-0022,Private,1270.169689,0.029158015
38,3,03-097-0023,Private,1036.561161,0.023795298
38,3,03-097-0024,Private,1032.378274,0.023699276
38,3,03-097-0025,Private,1271.402165,0.029186308
38,3,03-097-0026,Private,1036.813785,0.023801097
38,3,03-097-0027,Private,1275.601629,0.029282711
38,3,03-097-0028,Private,758.2637099,0.017406702
38,3,03-097-0029,Private,758.1628156,0.017404386
38,3,03-097-0030,Private,800.2184989,0.018369816
38,3,03-097-0031,Private,781.7016004,0.017944742
38,3,03-097-0032,Private,773.6893135,0.017760812
38,3,03-097-0033,Private,1021.484788,0.023449205
38,3,03-097-0034,Private,1542.129523,0.035401125
38,3,03-097-0035,Private,1011.388982,0.023217445
38,3,03-097-0036,Private,1016.259935,0.023329263
38,3,03-097-0037,Private,754.5277694,0.017320939
38,3,03-097-0038,Private,937.1661356,0.021513586
38,3,03-097-0039,Private,1798.201834,0.041279521
38,3,03-097-0040,Private,1537.508737,0.035295051
38,3,03-097-0041,Private,1077.949237,0.024745403
38,3,03-097-0042,Private,1016.693873,0.023339225
38,3,03-097-0043,Private,1062.196724,0.024383788
38,3,03-097-0044,Private,1047.262475,0.024040957
38,3,03-097-0045,Private,1646.748722,0.037802764
38,3,03-097-0046,Private,613.3896117,0.014080972
38,3,03-097-0047,Private,536.4392155,0.012314499
38,3,03-097-0048,Private,665.9651221,0.015287895
38,3,03-097-0049,Private,1002.27719,0.023008275
38,3,03-097-0050,Private,606.5536882,0.013924046
38,3,03-097-0051,Private,1166.729984,0.026783454
38,3,03-097-0052,Private,636.7116011,0.014616352
38,3,03-097-0053,Private,742.8184353,0.01705214
38,3,03-097-0054,Private,902.9162039,0.020727344
38,3,03-097-0055,Private,861.2750168,0.019771429
38,3,03-097-0056,Private,842.7308601,0.01934573
38,3,03-097-0057,Private,860.0277412,0.019742797
38,3,03-097-0058,Private,919.2179981,0.021101568
38,3,03-097-0059,Private,868.5158525,0.01993765
38,3,03-097-0060,Private,785.6227165,0.018034755
38,3,03-097-0062,Private,1309.537888,0.030061752
38,3,03-097-0063,Private,940.2482533,0.021584339
38,3,03-097-0065,Private,4756.281295,0.109185193
38,3,03-097-0066,Private,9.285088248,0.000213148
38,3,03-097-0069,Private,536.9399563,0.012325994
38,3,03-097-0070,Private,985.9966315,0.022634539
38,3,03-097-0071,Private,1226.008356,0.028144248
38,3,03-097-0072,Private,1081.546794,0.024827988
38,3,03-097-0073,Private,625.85789,0.014367194
38,3,03-097-0074,Private,632.1287851,0.014511148
38,3,03-097-0076,Private,548.1072086,0.012582349
38,3,03-097-0077,Private,1292.632602,0.029673674
38,3,03-097-0080,Private,81.78370798,0.001877427
38,3,03-097-0084,Private,650.9776028,0.014943842
38,3,03-097-0085,Private,724.1545422,0.016623692
38,3,03-097-0086,Private,2204.852291,0.050614589
38,3,03-097-0087,Private,696.7047779,0.015993555
38,3,03-097-0088,Private,653.1326464,0.014993313
38,3,03-097-0089,Private,2092.570197,0.048037041
38,3,03-097-0091,Private,1141.736873,0.026209712
38,3,03-097-0092,Private,929.9801912,0.021348625
