TAZ,BLKGRPCE,STATEFP,COUNTYFP,TRACT,GEOID,NAME,NAMELSAD,PUMA,REGION
728,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
729,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
730,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
731,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
732,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
733,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
734,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
735,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
736,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
737,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
738,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
739,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
740,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
741,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
742,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
743,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
744,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
745,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
746,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
747,1,49,35,980000,49035980000,9800,Census Tract 9800,35001,1
748,3,49,35,100307,49035100307,1003.07,Census Tract 1003.07,35001,1
749,1,49,35,100308,49035100308,1003.08,Census Tract 1003.08,35001,1
750,1,49,35,100308,49035100308,1003.08,Census Tract 1003.08,35001,1
751,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
752,2,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
753,1,49,35,114700,49035114700,1147,Census Tract 1147,35001,1
754,4,49,35,100500,49035100500,1005,Census Tract 1005,35001,1
755,2,49,35,100500,49035100500,1005,Census Tract 1005,35001,1
756,3,49,35,100306,49035100306,1003.06,Census Tract 1003.06,35001,1
757,2,49,35,100306,49035100306,1003.06,Census Tract 1003.06,35001,1
758,2,49,35,100306,49035100306,1003.06,Census Tract 1003.06,35001,1
759,4,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
760,3,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
761,1,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
762,3,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
763,5,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
764,5,49,35,100600,49035100600,1006,Census Tract 1006,35001,1
765,1,49,35,102702,49035102702,1027.02,Census Tract 1027.02,35001,1
766,1,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
767,1,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
768,1,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
769,1,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
770,1,49,35,113906,49035113906,1139.06,Census Tract 1139.06,35001,1
771,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
772,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
773,1,49,35,113906,49035113906,1139.06,Census Tract 1139.06,35001,1
774,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
775,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
776,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
777,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
778,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
779,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
780,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
781,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
782,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
783,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
784,2,49,35,102702,49035102702,1027.02,Census Tract 1027.02,35001,1
785,2,49,35,102701,49035102701,1027.01,Census Tract 1027.01,35001,1
786,3,49,35,102701,49035102701,1027.01,Census Tract 1027.01,35001,1
787,2,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
788,3,49,35,102600,49035102600,1026,Census Tract 1026,35001,1
789,3,49,35,102801,49035102801,1028.01,Census Tract 1028.01,35004,1
790,2,49,35,102801,49035102801,1028.01,Census Tract 1028.01,35004,1
791,1,49,35,102801,49035102801,1028.01,Census Tract 1028.01,35004,1
792,1,49,35,102801,49035102801,1028.01,Census Tract 1028.01,35004,1
793,1,49,35,102801,49035102801,1028.01,Census Tract 1028.01,35004,1
794,1,49,35,113906,49035113906,1139.06,Census Tract 1139.06,35001,1
795,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
796,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
797,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
798,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
799,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
800,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
801,2,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
802,3,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
803,3,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
804,1,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
805,1,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
806,1,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
807,1,49,35,102802,49035102802,1028.02,Census Tract 1028.02,35004,1
808,2,49,35,113407,49035113407,1134.07,Census Tract 1134.07,35001,1
809,2,49,35,113407,49035113407,1134.07,Census Tract 1134.07,35001,1
810,1,49,35,113407,49035113407,1134.07,Census Tract 1134.07,35001,1
811,3,49,35,113407,49035113407,1134.07,Census Tract 1134.07,35001,1
812,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
813,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
814,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
815,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
816,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
817,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
818,1,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
819,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
820,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
821,4,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
822,4,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
823,4,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
824,3,49,35,114500,49035114500,1145,Census Tract 1145,35003,1
825,3,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
826,2,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
827,1,49,35,113307,49035113307,1133.07,Census Tract 1133.07,35004,1
828,1,49,35,113406,49035113406,1134.06,Census Tract 1134.06,35003,1
829,3,49,35,113308,49035113308,1133.08,Census Tract 1133.08,35004,1
830,2,49,35,113308,49035113308,1133.08,Census Tract 1133.08,35004,1
831,1,49,35,113308,49035113308,1133.08,Census Tract 1133.08,35004,1
832,3,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
833,3,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
834,3,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
835,3,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
836,4,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
837,4,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
838,1,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
839,2,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
840,2,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
841,2,49,35,113305,49035113305,1133.05,Census Tract 1133.05,35004,1
842,1,49,35,111500,49035111500,1115,Census Tract 1115,35004,1
843,1,49,35,111500,49035111500,1115,Census Tract 1115,35004,1
844,1,49,35,111500,49035111500,1115,Census Tract 1115,35004,1
845,1,49,35,111500,49035111500,1115,Census Tract 1115,35004,1
846,1,49,35,111500,49035111500,1115,Census Tract 1115,35004,1
847,1,49,35,113412,49035113412,1134.12,Census Tract 1134.12,35003,1
848,1,49,35,113412,49035113412,1134.12,Census Tract 1134.12,35003,1
849,1,49,35,113409,49035113409,1134.09,Census Tract 1134.09,35001,1
850,1,49,35,113413,49035113413,1134.13,Census Tract 1134.13,35003,1
851,3,49,35,113413,49035113413,1134.13,Census Tract 1134.13,35003,1
852,2,49,35,113406,49035113406,1134.06,Census Tract 1134.06,35003,1
853,1,49,35,113406,49035113406,1134.06,Census Tract 1134.06,35003,1
854,4,49,35,113410,49035113410,1134.1,Census Tract 1134.10,35003,1
855,2,49,35,113410,49035113410,1134.1,Census Tract 1134.10,35003,1
856,1,49,35,113411,49035113411,1134.11,Census Tract 1134.11,35003,1
857,1,49,35,113410,49035113410,1134.1,Census Tract 1134.10,35003,1
858,3,49,35,113410,49035113410,1134.1,Census Tract 1134.10,35003,1
859,2,49,35,113411,49035113411,1134.11,Census Tract 1134.11,35003,1
860,1,49,35,113411,49035113411,1134.11,Census Tract 1134.11,35003,1
861,1,49,35,113309,49035113309,1133.09,Census Tract 1133.09,35003,1
862,2,49,35,113411,49035113411,1134.11,Census Tract 1134.11,35003,1
863,2,49,35,113309,49035113309,1133.09,Census Tract 1133.09,35003,1
864,2,49,35,113310,49035113310,1133.1,Census Tract 1133.10,35004,1
865,3,49,35,113310,49035113310,1133.1,Census Tract 1133.10,35004,1
866,1,49,35,113310,49035113310,1133.1,Census Tract 1133.10,35004,1
867,3,49,35,113309,49035113309,1133.09,Census Tract 1133.09,35003,1
868,1,49,35,113310,49035113310,1133.1,Census Tract 1133.10,35004,1
869,3,49,35,113306,49035113306,1133.06,Census Tract 1133.06,35004,1
870,1,49,35,113306,49035113306,1133.06,Census Tract 1133.06,35004,1
871,3,49,35,113306,49035113306,1133.06,Census Tract 1133.06,35004,1
872,2,49,35,113306,49035113306,1133.06,Census Tract 1133.06,35004,1
873,2,49,35,113509,49035113509,1135.09,Census Tract 1135.09,35004,1
874,1,49,35,113509,49035113509,1135.09,Census Tract 1135.09,35004,1
875,3,49,35,111600,49035111600,1116,Census Tract 1116,35004,1
876,4,49,35,111600,49035111600,1116,Census Tract 1116,35004,1
877,2,49,35,111600,49035111600,1116,Census Tract 1116,35004,1
878,1,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
879,1,49,35,113539,49035113539,1135.39,Census Tract 1135.39,35003,1
880,1,49,35,113538,49035113538,1135.38,Census Tract 1135.38,35003,1
881,2,49,35,113538,49035113538,1135.38,Census Tract 1135.38,35003,1
882,2,49,35,113539,49035113539,1135.39,Census Tract 1135.39,35003,1
883,3,49,35,113505,49035113505,1135.05,Census Tract 1135.05,35003,1
884,4,49,35,113505,49035113505,1135.05,Census Tract 1135.05,35003,1
885,1,49,35,113505,49035113505,1135.05,Census Tract 1135.05,35003,1
886,2,49,35,113505,49035113505,1135.05,Census Tract 1135.05,35003,1
887,1,49,35,113536,49035113536,1135.36,Census Tract 1135.36,35003,1
888,1,49,35,113536,49035113536,1135.36,Census Tract 1135.36,35003,1
889,1,49,35,113537,49035113537,1135.37,Census Tract 1135.37,35003,1
890,2,49,35,113537,49035113537,1135.37,Census Tract 1135.37,35003,1
891,2,49,35,113520,49035113520,1135.2,Census Tract 1135.20,35004,1
892,1,49,35,113520,49035113520,1135.2,Census Tract 1135.20,35004,1
893,1,49,35,113520,49035113520,1135.2,Census Tract 1135.20,35004,1
894,1,49,35,113510,49035113510,1135.1,Census Tract 1135.10,35004,1
895,2,49,35,113510,49035113510,1135.1,Census Tract 1135.10,35004,1
896,1,49,35,113510,49035113510,1135.1,Census Tract 1135.10,35004,1
897,3,49,35,113510,49035113510,1135.1,Census Tract 1135.10,35004,1
898,1,49,35,113511,49035113511,1135.11,Census Tract 1135.11,35004,1
899,1,49,35,113512,49035113512,1135.12,Census Tract 1135.12,35004,1
900,1,49,35,113514,49035113514,1135.14,Census Tract 1135.14,35004,1
901,2,49,35,113514,49035113514,1135.14,Census Tract 1135.14,35004,1
902,3,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
903,3,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
904,3,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
905,4,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
906,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
907,2,49,35,113525,49035113525,1135.25,Census Tract 1135.25,35001,1
908,1,49,35,113801,49035113801,1138.01,Census Tract 1138.01,35003,1
909,3,49,35,113801,49035113801,1138.01,Census Tract 1138.01,35003,1
910,3,49,35,113802,49035113802,1138.02,Census Tract 1138.02,35003,1
911,1,49,35,113802,49035113802,1138.02,Census Tract 1138.02,35003,1
912,1,49,35,113600,49035113600,1136,Census Tract 1136,35003,1
913,4,49,35,113521,49035113521,1135.21,Census Tract 1135.21,35003,1
914,3,49,35,113521,49035113521,1135.21,Census Tract 1135.21,35003,1
915,4,49,35,113521,49035113521,1135.21,Census Tract 1135.21,35003,1
916,1,49,35,113521,49035113521,1135.21,Census Tract 1135.21,35003,1
917,2,49,35,113521,49035113521,1135.21,Census Tract 1135.21,35003,1
918,2,49,35,113522,49035113522,1135.22,Census Tract 1135.22,35004,1
919,2,49,35,113522,49035113522,1135.22,Census Tract 1135.22,35004,1
920,1,49,35,113522,49035113522,1135.22,Census Tract 1135.22,35004,1
921,3,49,35,113513,49035113513,1135.13,Census Tract 1135.13,35004,1
922,1,49,35,113513,49035113513,1135.13,Census Tract 1135.13,35004,1
923,4,49,35,113513,49035113513,1135.13,Census Tract 1135.13,35004,1
924,4,49,35,113513,49035113513,1135.13,Census Tract 1135.13,35004,1
925,2,49,35,113515,49035113515,1135.15,Census Tract 1135.15,35004,1
926,1,49,35,113515,49035113515,1135.15,Census Tract 1135.15,35004,1
927,3,49,35,113515,49035113515,1135.15,Census Tract 1135.15,35004,1
928,3,49,35,113515,49035113515,1135.15,Census Tract 1135.15,35004,1
929,5,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
930,1,49,35,112100,49035112100,1121,Census Tract 1121,35004,1
931,2,49,35,112201,49035112201,1122.01,Census Tract 1122.01,35004,1
932,1,49,35,112201,49035112201,1122.01,Census Tract 1122.01,35004,1
933,1,49,35,113526,49035113526,1135.26,Census Tract 1135.26,35003,1
934,2,49,35,113803,49035113803,1138.03,Census Tract 1138.03,35003,1
935,2,49,35,113803,49035113803,1138.03,Census Tract 1138.03,35003,1
936,1,49,35,113702,49035113702,1137.02,Census Tract 1137.02,35003,1
937,1,49,35,113701,49035113701,1137.01,Census Tract 1137.01,35003,1
938,3,49,35,113523,49035113523,1135.23,Census Tract 1135.23,35003,1
939,1,49,35,113523,49035113523,1135.23,Census Tract 1135.23,35003,1
940,2,49,35,113532,49035113532,1135.32,Census Tract 1135.32,35004,1
941,3,49,35,113533,49035113533,1135.33,Census Tract 1135.33,35004,1
942,2,49,35,113533,49035113533,1135.33,Census Tract 1135.33,35004,1
943,1,49,35,113533,49035113533,1135.33,Census Tract 1135.33,35004,1
944,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
945,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
946,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
947,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
948,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
949,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
950,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
951,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
952,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
953,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
954,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
955,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
956,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
957,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
958,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
959,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
960,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
961,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
962,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
963,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
964,1,49,35,102500,49035102500,1025,Census Tract 1025,35002,1
965,3,49,35,100800,49035100800,1008,Census Tract 1008,35002,1
966,1,49,35,100800,49035100800,1008,Census Tract 1008,35002,1
967,3,49,35,101102,49035101102,1011.02,Census Tract 1011.02,35002,1
968,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
969,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
970,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
971,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
972,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
973,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
974,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
975,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
976,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
977,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
978,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
979,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
980,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
981,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
982,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
983,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
984,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
985,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
986,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
987,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
988,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
989,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
990,1,49,35,102100,49035102100,1021,Census Tract 1021,35002,1
991,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
992,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
993,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
994,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
995,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
996,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
997,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
998,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
999,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1000,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1001,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1002,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1003,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1004,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1005,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1006,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1007,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1008,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1009,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1010,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1011,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1012,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1013,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1014,1,49,35,114000,49035114000,1140,Census Tract 1140,35002,1
1015,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1016,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1017,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1018,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1019,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1020,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1021,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1022,1,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1023,2,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1024,1,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1025,1,49,35,102300,49035102300,1023,Census Tract 1023,35002,1
1026,1,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1027,1,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1028,1,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1029,1,49,35,100200,49035100200,1002,Census Tract 1002,35002,1
1030,1,49,35,100200,49035100200,1002,Census Tract 1002,35002,1
1031,1,49,35,100200,49035100200,1002,Census Tract 1002,35002,1
1032,1,49,35,114800,49035114800,1148,Census Tract 1148,35002,1
1033,1,49,35,114800,49035114800,1148,Census Tract 1148,35002,1
1034,2,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1035,2,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1036,2,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1037,2,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1038,2,49,35,100100,49035100100,1001,Census Tract 1001,35002,1
1039,1,49,35,100700,49035100700,1007,Census Tract 1007,35002,1
1040,3,49,35,100700,49035100700,1007,Census Tract 1007,35002,1
1041,2,49,35,100700,49035100700,1007,Census Tract 1007,35002,1
1042,2,49,35,100700,49035100700,1007,Census Tract 1007,35002,1
1043,3,49,35,100800,49035100800,1008,Census Tract 1008,35002,1
1044,1,49,35,100800,49035100800,1008,Census Tract 1008,35002,1
1045,2,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1046,2,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1047,1,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1048,2,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1049,2,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1050,1,49,35,101000,49035101000,1010,Census Tract 1010,35002,1
1051,2,49,35,101102,49035101102,1011.02,Census Tract 1011.02,35002,1
1052,1,49,35,101101,49035101101,1011.01,Census Tract 1011.01,35002,1
1053,2,49,35,101101,49035101101,1011.01,Census Tract 1011.01,35002,1
1054,3,49,35,101200,49035101200,1012,Census Tract 1012,35002,1
1055,1,49,35,101200,49035101200,1012,Census Tract 1012,35002,1
1056,3,49,35,114800,49035114800,1148,Census Tract 1148,35002,1
1057,4,49,35,101200,49035101200,1012,Census Tract 1012,35002,1
1058,2,49,35,101200,49035101200,1012,Census Tract 1012,35002,1
1059,1,49,35,101200,49035101200,1012,Census Tract 1012,35002,1
1060,1,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1061,1,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1062,1,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1063,1,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1064,2,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1065,2,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1066,2,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1067,2,49,35,101900,49035101900,1019,Census Tract 1019,35002,1
1068,1,49,35,101700,49035101700,1017,Census Tract 1017,35002,1
1069,2,49,35,101700,49035101700,1017,Census Tract 1017,35002,1
1070,3,49,35,101700,49035101700,1017,Census Tract 1017,35002,1
1071,2,49,35,101500,49035101500,1015,Census Tract 1015,35002,1
1072,1,49,35,101500,49035101500,1015,Census Tract 1015,35002,1
1073,3,49,35,101500,49035101500,1015,Census Tract 1015,35002,1
1074,4,49,35,101500,49035101500,1015,Census Tract 1015,35002,1
1075,3,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1076,3,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1077,1,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1078,1,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1079,1,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1080,1,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1081,1,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1082,1,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1083,3,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1084,2,49,35,102000,49035102000,1020,Census Tract 1020,35002,1
1085,1,49,35,101800,49035101800,1018,Census Tract 1018,35002,1
1086,1,49,35,101800,49035101800,1018,Census Tract 1018,35002,1
1087,2,49,35,101800,49035101800,1018,Census Tract 1018,35002,1
1088,3,49,35,101800,49035101800,1018,Census Tract 1018,35002,1
1089,2,49,35,101600,49035101600,1016,Census Tract 1016,35002,1
1090,2,49,35,101600,49035101600,1016,Census Tract 1016,35002,1
1091,3,49,35,101600,49035101600,1016,Census Tract 1016,35002,1
1092,2,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1093,2,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1094,2,49,35,101400,49035101400,1014,Census Tract 1014,35002,1
1095,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1096,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1097,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1098,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1099,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1100,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1101,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1102,1,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1103,2,49,35,103000,49035103000,1030,Census Tract 1030,35002,1
1104,1,49,35,103000,49035103000,1030,Census Tract 1030,35002,1
1105,1,49,35,103000,49035103000,1030,Census Tract 1030,35002,1
1106,3,49,35,103500,49035103500,1035,Census Tract 1035,35002,1
1107,2,49,35,103500,49035103500,1035,Census Tract 1035,35002,1
1108,1,49,35,103500,49035103500,1035,Census Tract 1035,35002,1
1109,1,49,35,103500,49035103500,1035,Census Tract 1035,35002,1
1110,2,49,35,103600,49035103600,1036,Census Tract 1036,35002,1
1111,1,49,35,103600,49035103600,1036,Census Tract 1036,35002,1
1112,2,49,35,103600,49035103600,1036,Census Tract 1036,35002,1
1113,1,49,35,103600,49035103600,1036,Census Tract 1036,35002,1
1114,2,49,35,104100,49035104100,1041,Census Tract 1041,35002,1
1115,1,49,35,104100,49035104100,1041,Census Tract 1041,35002,1
1116,3,49,35,104200,49035104200,1042,Census Tract 1042,35002,1
1117,2,49,35,104200,49035104200,1042,Census Tract 1042,35002,1
1118,4,49,35,104200,49035104200,1042,Census Tract 1042,35002,1
1119,5,49,35,104200,49035104200,1042,Census Tract 1042,35002,1
1120,1,49,35,104200,49035104200,1042,Census Tract 1042,35002,1
1121,2,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1122,2,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1123,2,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1124,2,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1125,2,49,35,102900,49035102900,1029,Census Tract 1029,35002,1
1126,3,49,35,103100,49035103100,1031,Census Tract 1031,35002,1
1127,2,49,35,103100,49035103100,1031,Census Tract 1031,35002,1
