TAZ,BLKGRPCE,STATEFP,COUNTYFP,TRACT,GEOID,NAME,NAMELSAD,PUMA,REGION
1411,3,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1412,3,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1413,2,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1414,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1415,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1416,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1417,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1418,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1419,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1420,1,49,35,113534,49035113534,1135.34,Census Tract 1135.34,35006,1
1421,2,49,35,113534,49035113534,1135.34,Census Tract 1135.34,35006,1
1422,2,49,35,113527,49035113527,1135.27,Census Tract 1135.27,35006,1
1423,1,49,35,113528,49035113528,1135.28,Census Tract 1135.28,35006,1
1424,1,49,35,113535,49035113535,1135.35,Census Tract 1135.35,35006,1
1425,1,49,35,113535,49035113535,1135.35,Census Tract 1135.35,35006,1
1426,1,49,35,113535,49035113535,1135.35,Census Tract 1135.35,35006,1
1427,1,49,35,113535,49035113535,1135.35,Census Tract 1135.35,35006,1
1428,2,49,35,114300,49035114300,1143,Census Tract 1143,35006,1
1429,2,49,35,114300,49035114300,1143,Census Tract 1143,35006,1
1430,1,49,35,114300,49035114300,1143,Census Tract 1143,35006,1
1431,4,49,35,112904,49035112904,1129.04,Census Tract 1129.04,35007,1
1432,1,49,35,112912,49035112912,1129.12,Census Tract 1129.12,35007,1
1433,2,49,35,112904,49035112904,1129.04,Census Tract 1129.04,35007,1
1434,3,49,35,112905,49035112905,1129.05,Census Tract 1129.05,35007,1
1435,2,49,35,112905,49035112905,1129.05,Census Tract 1129.05,35007,1
1436,2,49,35,112912,49035112912,1129.12,Census Tract 1129.12,35007,1
1437,2,49,35,112913,49035112913,1129.13,Census Tract 1129.13,35007,1
1438,1,49,35,112913,49035112913,1129.13,Census Tract 1129.13,35007,1
1439,2,49,35,112907,49035112907,1129.07,Census Tract 1129.07,35007,1
1440,3,49,35,112907,49035112907,1129.07,Census Tract 1129.07,35007,1
1441,1,49,35,112914,49035112914,1129.14,Census Tract 1129.14,35007,1
1442,1,49,35,113533,49035113533,1135.33,Census Tract 1135.33,35004,1
1443,1,49,35,114200,49035114200,1142,Census Tract 1142,35007,1
1444,3,49,35,112914,49035112914,1129.14,Census Tract 1129.14,35007,1
1445,1,49,35,114200,49035114200,1142,Census Tract 1142,35007,1
1446,3,49,35,112201,49035112201,1122.01,Census Tract 1122.01,35004,1
1447,3,49,35,112201,49035112201,1122.01,Census Tract 1122.01,35004,1
1448,3,49,35,112201,49035112201,1122.01,Census Tract 1122.01,35004,1
1449,1,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1450,1,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1451,1,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1452,2,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1453,1,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1454,1,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1455,4,49,35,114300,49035114300,1143,Census Tract 1143,35006,1
1456,3,49,35,114300,49035114300,1143,Census Tract 1143,35006,1
1457,1,49,35,113108,49035113108,1131.08,Census Tract 1131.08,35006,1
1458,4,49,35,113101,49035113101,1131.01,Census Tract 1131.01,35006,1
1459,2,49,35,113101,49035113101,1131.01,Census Tract 1131.01,35006,1
1460,3,49,35,113101,49035113101,1131.01,Census Tract 1131.01,35006,1
1461,3,49,35,112916,49035112916,1129.16,Census Tract 1129.16,35007,1
1462,2,49,35,113102,49035113102,1131.02,Census Tract 1131.02,35006,1
1463,2,49,35,112916,49035112916,1129.16,Census Tract 1129.16,35007,1
1464,2,49,35,112917,49035112917,1129.17,Census Tract 1129.17,35007,1
1465,2,49,35,113102,49035113102,1131.02,Census Tract 1131.02,35006,1
1466,3,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1467,3,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1468,1,49,35,112917,49035112917,1129.17,Census Tract 1129.17,35007,1
1469,1,49,35,112917,49035112917,1129.17,Census Tract 1129.17,35007,1
1470,2,49,35,112920,49035112920,1129.2,Census Tract 1129.20,35007,1
1471,2,49,35,112920,49035112920,1129.2,Census Tract 1129.20,35007,1
1472,2,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1473,2,49,35,112920,49035112920,1129.2,Census Tract 1129.20,35007,1
1474,2,49,35,112918,49035112918,1129.18,Census Tract 1129.18,35007,1
1475,2,49,35,112918,49035112918,1129.18,Census Tract 1129.18,35007,1
1476,2,49,35,114200,49035114200,1142,Census Tract 1142,35007,1
1477,1,49,35,112918,49035112918,1129.18,Census Tract 1129.18,35007,1
1478,2,49,35,114200,49035114200,1142,Census Tract 1142,35007,1
1479,3,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1480,2,49,35,112403,49035112403,1124.03,Census Tract 1124.03,35007,1
1481,2,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1482,2,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1483,2,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1484,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1485,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1486,2,49,35,113101,49035113101,1131.01,Census Tract 1131.01,35006,1
1487,1,49,35,113102,49035113102,1131.02,Census Tract 1131.02,35006,1
1488,2,49,35,113102,49035113102,1131.02,Census Tract 1131.02,35006,1
1489,1,49,35,113007,49035113007,1130.07,Census Tract 1130.07,35006,1
1490,4,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1491,2,49,35,113007,49035113007,1130.07,Census Tract 1130.07,35006,1
1492,4,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1493,2,49,35,113102,49035113102,1131.02,Census Tract 1131.02,35006,1
1494,1,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1495,1,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1496,3,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1497,1,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1498,3,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1499,2,49,35,113008,49035113008,1130.08,Census Tract 1130.08,35007,1
1500,2,49,35,112921,49035112921,1129.21,Census Tract 1129.21,35007,1
1501,1,49,35,112920,49035112920,1129.2,Census Tract 1129.20,35007,1
1502,4,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1503,2,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1504,3,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1505,1,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1506,2,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1507,3,49,35,113010,49035113010,1130.1,Census Tract 1130.10,35007,1
1508,1,49,35,112918,49035112918,1129.18,Census Tract 1129.18,35007,1
1509,2,49,35,114200,49035114200,1142,Census Tract 1142,35007,1
1510,1,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1511,1,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1512,1,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1513,5,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1514,5,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1515,4,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1516,4,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1517,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1518,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1519,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1520,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1521,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1522,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1523,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1524,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1525,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1526,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1527,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1528,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1529,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1530,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1531,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1532,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1533,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1534,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1535,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1536,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1537,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1538,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1539,1,49,35,115209,49035115209,1152.09,Census Tract 1152.09,35006,1
1540,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1541,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1542,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1543,1,49,35,113020,49035113020,1130.2,Census Tract 1130.20,35007,1
1544,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1545,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1546,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1547,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1548,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1549,1,49,35,113019,49035113019,1130.19,Census Tract 1130.19,35007,1
1550,1,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1551,2,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1552,2,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1553,3,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1554,3,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1555,2,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1556,3,49,35,113011,49035113011,1130.11,Census Tract 1130.11,35007,1
1557,2,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1558,2,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1559,2,49,35,113012,49035113012,1130.12,Census Tract 1130.12,35007,1
1560,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1561,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1562,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1563,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1564,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1565,1,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1566,1,49,35,113013,49035113013,1130.13,Census Tract 1130.13,35007,1
1567,1,49,35,113013,49035113013,1130.13,Census Tract 1130.13,35007,1
1568,1,49,35,113013,49035113013,1130.13,Census Tract 1130.13,35007,1
1569,2,49,35,113013,49035113013,1130.13,Census Tract 1130.13,35007,1
1570,1,49,35,113014,49035113014,1130.14,Census Tract 1130.14,35007,1
1571,2,49,35,113014,49035113014,1130.14,Census Tract 1130.14,35007,1
1572,2,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1573,3,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1574,3,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1575,3,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1576,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1577,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1578,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1579,3,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1580,3,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1581,3,49,35,113107,49035113107,1131.07,Census Tract 1131.07,35006,1
1582,1,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1583,1,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1584,1,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1585,1,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1586,2,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1587,2,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1588,2,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1589,1,49,35,113017,49035113017,1130.17,Census Tract 1130.17,35007,1
1590,2,49,35,113017,49035113017,1130.17,Census Tract 1130.17,35007,1
1591,3,49,35,113017,49035113017,1130.17,Census Tract 1130.17,35007,1
1592,4,49,35,113017,49035113017,1130.17,Census Tract 1130.17,35007,1
1593,1,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1594,1,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1595,1,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1596,1,49,35,114600,49035114600,1146,Census Tract 1146,35007,1
1597,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1598,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1599,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1600,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1601,1,49,35,112818,49035112818,1128.18,Census Tract 1128.18,35009,1
1602,1,49,35,112818,49035112818,1128.18,Census Tract 1128.18,35009,1
1603,1,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1604,1,49,35,112818,49035112818,1128.18,Census Tract 1128.18,35009,1
1605,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1606,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1607,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1608,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1609,1,49,35,113016,49035113016,1130.16,Census Tract 1130.16,35007,1
1610,1,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1611,1,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1612,1,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1613,1,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1614,1,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1615,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1616,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1617,3,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1618,3,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1619,3,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1620,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1621,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1622,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1623,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1624,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1625,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1626,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1627,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1628,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1629,1,49,35,115106,49035115106,1151.06,Census Tract 1151.06,35006,1
1630,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1631,2,49,35,112810,49035112810,1128.1,Census Tract 1128.10,35007,1
1632,3,49,35,112202,49035112202,1122.02,Census Tract 1122.02,35004,1
1633,3,49,35,112202,49035112202,1122.02,Census Tract 1122.02,35004,1
1634,1,49,35,112404,49035112404,1124.04,Census Tract 1124.04,35008,1
1635,1,49,35,112404,49035112404,1124.04,Census Tract 1124.04,35008,1
1636,2,49,35,112404,49035112404,1124.04,Census Tract 1124.04,35008,1
1637,2,49,35,112404,49035112404,1124.04,Census Tract 1124.04,35008,1
1638,3,49,35,112501,49035112501,1125.01,Census Tract 1125.01,35008,1
1639,2,49,35,112501,49035112501,1125.01,Census Tract 1125.01,35008,1
1640,2,49,35,112503,49035112503,1125.03,Census Tract 1125.03,35008,1
1641,1,49,35,112503,49035112503,1125.03,Census Tract 1125.03,35008,1
1642,4,49,35,112503,49035112503,1125.03,Census Tract 1125.03,35008,1
1643,3,49,35,112503,49035112503,1125.03,Census Tract 1125.03,35008,1
1644,2,49,35,112502,49035112502,1125.02,Census Tract 1125.02,35008,1
1645,1,49,35,112502,49035112502,1125.02,Census Tract 1125.02,35008,1
1646,4,49,35,112502,49035112502,1125.02,Census Tract 1125.02,35008,1
1647,3,49,35,112502,49035112502,1125.02,Census Tract 1125.02,35008,1
1648,5,49,35,112502,49035112502,1125.02,Census Tract 1125.02,35008,1
1649,2,49,35,111201,49035111201,1112.01,Census Tract 1112.01,35008,1
1650,2,49,35,111201,49035111201,1112.01,Census Tract 1112.01,35008,1
1651,1,49,35,111201,49035111201,1112.01,Census Tract 1112.01,35008,1
1652,1,49,35,111202,49035111202,1112.02,Census Tract 1112.02,35008,1
1653,3,49,35,111202,49035111202,1112.02,Census Tract 1112.02,35008,1
1654,1,49,35,111202,49035111202,1112.02,Census Tract 1112.02,35008,1
1655,2,49,35,111002,49035111002,1110.02,Census Tract 1110.02,35008,1
1656,1,49,35,111002,49035111002,1110.02,Census Tract 1110.02,35008,1
1657,3,49,35,111002,49035111002,1110.02,Census Tract 1110.02,35008,1
1658,3,49,35,111002,49035111002,1110.02,Census Tract 1110.02,35008,1
1659,3,49,35,110102,49035110102,1101.02,Census Tract 1101.02,35008,1
1660,2,49,35,111305,49035111305,1113.05,Census Tract 1113.05,35008,1
1661,1,49,35,111305,49035111305,1113.05,Census Tract 1113.05,35008,1
1662,1,49,35,111306,49035111306,1113.06,Census Tract 1113.06,35008,1
1663,2,49,35,111306,49035111306,1113.06,Census Tract 1113.06,35008,1
1664,2,49,35,111302,49035111302,1113.02,Census Tract 1113.02,35008,1
1665,3,49,35,111302,49035111302,1113.02,Census Tract 1113.02,35008,1
1666,4,49,35,111302,49035111302,1113.02,Census Tract 1113.02,35008,1
1667,3,49,35,110102,49035110102,1101.02,Census Tract 1101.02,35008,1
1668,2,49,35,110102,49035110102,1101.02,Census Tract 1101.02,35008,1
1669,1,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1670,1,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1671,3,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1672,2,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1673,4,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1674,4,49,35,112402,49035112402,1124.02,Census Tract 1124.02,35008,1
1675,1,49,35,112610,49035112610,1126.1,Census Tract 1126.10,35008,1
1676,3,49,35,112610,49035112610,1126.1,Census Tract 1126.10,35008,1
1677,3,49,35,112610,49035112610,1126.1,Census Tract 1126.10,35008,1
1678,2,49,35,112610,49035112610,1126.1,Census Tract 1126.10,35008,1
1679,2,49,35,112611,49035112611,1126.11,Census Tract 1126.11,35008,1
1680,4,49,35,112611,49035112611,1126.11,Census Tract 1126.11,35008,1
1681,1,49,35,112611,49035112611,1126.11,Census Tract 1126.11,35008,1
1682,3,49,35,112611,49035112611,1126.11,Census Tract 1126.11,35008,1
1683,1,49,35,112618,49035112618,1126.18,Census Tract 1126.18,35008,1
1684,2,49,35,112618,49035112618,1126.18,Census Tract 1126.18,35008,1
1685,1,49,35,112619,49035112619,1126.19,Census Tract 1126.19,35008,1
1686,2,49,35,112619,49035112619,1126.19,Census Tract 1126.19,35008,1
1687,2,49,35,112614,49035112614,1126.14,Census Tract 1126.14,35008,1
1688,1,49,35,112614,49035112614,1126.14,Census Tract 1126.14,35008,1
1689,1,49,35,111304,49035111304,1113.04,Census Tract 1113.04,35008,1
1690,3,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1691,3,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1692,1,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1693,2,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1694,2,49,35,112612,49035112612,1126.12,Census Tract 1126.12,35008,1
1695,1,49,35,112612,49035112612,1126.12,Census Tract 1126.12,35008,1
1696,1,49,35,112612,49035112612,1126.12,Census Tract 1126.12,35008,1
1697,3,49,35,112608,49035112608,1126.08,Census Tract 1126.08,35008,1
1698,1,49,35,112608,49035112608,1126.08,Census Tract 1126.08,35008,1
1699,4,49,35,112608,49035112608,1126.08,Census Tract 1126.08,35008,1
1700,2,49,35,112608,49035112608,1126.08,Census Tract 1126.08,35008,1
1701,3,49,35,112609,49035112609,1126.09,Census Tract 1126.09,35008,1
1702,1,49,35,112609,49035112609,1126.09,Census Tract 1126.09,35008,1
1703,4,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1704,4,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1705,4,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1706,4,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1707,4,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1708,4,49,35,112700,49035112700,1127,Census Tract 1127,35008,1
1709,3,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1710,3,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1711,1,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1712,3,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1713,2,49,35,112605,49035112605,1126.05,Census Tract 1126.05,35009,1
1714,2,49,35,112612,49035112612,1126.12,Census Tract 1126.12,35008,1
1715,3,49,35,112604,49035112604,1126.04,Census Tract 1126.04,35009,1
1716,2,49,35,112604,49035112604,1126.04,Census Tract 1126.04,35009,1
1717,1,49,35,112604,49035112604,1126.04,Census Tract 1126.04,35009,1
1718,2,49,35,112613,49035112613,1126.13,Census Tract 1126.13,35009,1
1719,1,49,35,112613,49035112613,1126.13,Census Tract 1126.13,35009,1
1720,1,49,35,112616,49035112616,1126.16,Census Tract 1126.16,35009,1
1721,2,49,35,112616,49035112616,1126.16,Census Tract 1126.16,35009,1
1722,3,49,35,112613,49035112613,1126.13,Census Tract 1126.13,35009,1
1723,1,49,35,112617,49035112617,1126.17,Census Tract 1126.17,35009,1
1724,2,49,35,112617,49035112617,1126.17,Census Tract 1126.17,35009,1
1725,1,49,35,110102,49035110102,1101.02,Census Tract 1101.02,35008,1
1726,1,49,35,110102,49035110102,1101.02,Census Tract 1101.02,35008,1
1727,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1728,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1729,2,49,35,112817,49035112817,1128.17,Census Tract 1128.17,35009,1
1730,4,49,35,112812,49035112812,1128.12,Census Tract 1128.12,35009,1
1731,3,49,35,112812,49035112812,1128.12,Census Tract 1128.12,35009,1
1732,2,49,35,112812,49035112812,1128.12,Census Tract 1128.12,35009,1
1733,1,49,35,112822,49035112822,1128.22,Census Tract 1128.22,35009,1
1734,2,49,35,112822,49035112822,1128.22,Census Tract 1128.22,35009,1
1735,1,49,35,112822,49035112822,1128.22,Census Tract 1128.22,35009,1
1736,2,49,35,112822,49035112822,1128.22,Census Tract 1128.22,35009,1
1737,1,49,35,112804,49035112804,1128.04,Census Tract 1128.04,35009,1
1738,2,49,35,112804,49035112804,1128.04,Census Tract 1128.04,35009,1
1739,3,49,35,112804,49035112804,1128.04,Census Tract 1128.04,35009,1
1740,4,49,35,112804,49035112804,1128.04,Census Tract 1128.04,35009,1
1741,1,49,35,112813,49035112813,1128.13,Census Tract 1128.13,35009,1
1742,1,49,35,112813,49035112813,1128.13,Census Tract 1128.13,35009,1
1743,2,49,35,112813,49035112813,1128.13,Census Tract 1128.13,35009,1
1744,2,49,35,112814,49035112814,1128.14,Census Tract 1128.14,35009,1
1745,2,49,35,112814,49035112814,1128.14,Census Tract 1128.14,35009,1
1746,1,49,35,112814,49035112814,1128.14,Census Tract 1128.14,35009,1
1747,2,49,35,112823,49035112823,1128.23,Census Tract 1128.23,35009,1
1748,1,49,35,112823,49035112823,1128.23,Census Tract 1128.23,35009,1
1749,1,49,35,112823,49035112823,1128.23,Census Tract 1128.23,35009,1
1750,3,49,35,112823,49035112823,1128.23,Census Tract 1128.23,35009,1
1751,3,49,35,112823,49035112823,1128.23,Census Tract 1128.23,35009,1
1752,2,49,35,112805,49035112805,1128.05,Census Tract 1128.05,35009,1
1753,1,49,35,112805,49035112805,1128.05,Census Tract 1128.05,35009,1
1754,3,49,35,112805,49035112805,1128.05,Census Tract 1128.05,35009,1
1755,1,49,35,112815,49035112815,1128.15,Census Tract 1128.15,35009,1
1756,4,49,35,112813,49035112813,1128.13,Census Tract 1128.13,35009,1
1757,1,49,35,112815,49035112815,1128.15,Census Tract 1128.15,35009,1
1758,2,49,35,112815,49035112815,1128.15,Census Tract 1128.15,35009,1
1759,2,49,35,112815,49035112815,1128.15,Census Tract 1128.15,35009,1
1760,1,49,35,112819,49035112819,1128.19,Census Tract 1128.19,35009,1
1761,2,49,35,112819,49035112819,1128.19,Census Tract 1128.19,35009,1
1762,1,49,35,112819,49035112819,1128.19,Census Tract 1128.19,35009,1
1763,2,49,35,112819,49035112819,1128.19,Census Tract 1128.19,35009,1
1764,1,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1765,1,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1766,1,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1767,1,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1768,1,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1769,1,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1770,2,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1771,3,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1772,3,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1773,3,49,35,112816,49035112816,1128.16,Census Tract 1128.16,35009,1
1774,2,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1775,2,49,35,112820,49035112820,1128.2,Census Tract 1128.20,35009,1
1776,2,49,35,112820,49035112820,1128.2,Census Tract 1128.20,35009,1
1777,2,49,35,112821,49035112821,1128.21,Census Tract 1128.21,35009,1
1778,1,49,35,112820,49035112820,1128.2,Census Tract 1128.20,35009,1
1779,1,49,35,112820,49035112820,1128.2,Census Tract 1128.20,35009,1
